Population_ID,Pop,City,Plant ,Lat,Long,Distance,Urban,Trial,Danaus,Rhysomatus,Aphis_nerii,Myzocallis,Euchaetes,Lygaeus,Oncopeltus,Tetraopes,Liriomyza
AS043,43,Toronto,2,43.71387,-79.505919,7.4,urban,Early,0,0,0,0,0,0,0,1,0
AS043,43,Toronto,3,43.71387,-79.505919,7.4,urban,Early,0,0,0,0,0,0,0,0,0
AS043,43,Toronto,4,43.71387,-79.505919,7.4,urban,Early,0,0,0,0,0,0,0,0,0
AS043,43,Toronto,5,43.71387,-79.505919,7.4,urban,Early,0,0,0,0,0,0,0,0,0
AS043,43,Toronto,1,43.71387,-79.505919,7.4,urban,Late,0,0,0,0,0,0,0,0,0
AS043,43,Toronto,2,43.71387,-79.505919,7.4,urban,Late,1,0,0,0,0,0,0,0,3
AS043,43,Toronto,3,43.71387,-79.505919,7.4,urban,Late,0,0,57,0,0,0,0,0,0
AS043,43,Toronto,4,43.71387,-79.505919,7.4,urban,Late,0,0,0,0,0,0,0,0,0
AS043,43,Toronto,5,43.71387,-79.505919,7.4,urban,Late,0,0,0,0,0,0,0,0,0
AS044,44,Toronto,1,43.713092,-79.515599,7.79,urban,Early,2,0,0,0,0,0,0,0,0
AS044,44,Toronto,2,43.713092,-79.515599,7.79,urban,Early,0,0,0,0,0,0,0,0,1
AS044,44,Toronto,3,43.713092,-79.515599,7.79,urban,Early,0,0,0,0,0,0,0,0,1
AS044,44,Toronto,4,43.713092,-79.515599,7.79,urban,Early,0,0,0,0,0,0,0,0,1
AS044,44,Toronto,5,43.713092,-79.515599,7.79,urban,Early,0,0,0,0,0,0,0,0,0
AS044,44,Toronto,1,43.713092,-79.515599,7.79,urban,Late,1,0,0,0,0,0,0,0,4
AS044,44,Toronto,2,43.713092,-79.515599,7.79,urban,Late,0,0,0,0,0,0,0,0,2
AS044,44,Toronto,3,43.713092,-79.515599,7.79,urban,Late,0,0,0,0,0,0,0,0,0
AS044,44,Toronto,4,43.713092,-79.515599,7.79,urban,Late,0,0,0,0,0,0,0,0,6
AS044,44,Toronto,5,43.713092,-79.515599,7.79,urban,Late,0,0,0,0,0,0,0,0,2
AS046,46,Toronto,1,43.358912,-80.043033,39.03,rural,Early,0,2,0,0,0,0,0,0,0
AS046,46,Toronto,2,43.358912,-80.043033,39.03,rural,Early,0,0,0,0,0,0,0,1,0
AS046,46,Toronto,3,43.358912,-80.043033,39.03,rural,Early,0,0,0,0,0,0,0,2,0
AS046,46,Toronto,4,43.358912,-80.043033,39.03,rural,Early,0,0,0,0,0,0,0,0,0
AS046,46,Toronto,5,43.358912,-80.043033,39.03,rural,Early,0,1,0,0,0,0,0,0,0
AS046,46,Toronto,1,43.358912,-80.043033,39.03,rural,Late,0,0,0,0,1,0,0,1,0
AS046,46,Toronto,2,43.358912,-80.043033,39.03,rural,Late,0,0,0,0,1,0,0,0,0
AS046,46,Toronto,3,43.358912,-80.043033,39.03,rural,Late,1,0,0,0,0,0,0,0,0
AS046,46,Toronto,4,43.358912,-80.043033,39.03,rural,Late,0,0,0,0,0,0,0,0,0
AS046,46,Toronto,5,43.358912,-80.043033,39.03,rural,Late,0,0,0,0,0,0,0,0,0
AS047,47,Toronto,1,43.357422,-80.052572,39.49,rural,Early,0,1,0,0,0,0,0,0,0
AS047,47,Toronto,2,43.357422,-80.052572,39.49,rural,Early,0,0,0,0,0,1,0,1,0
AS047,47,Toronto,3,43.357422,-80.052572,39.49,rural,Early,0,0,0,0,0,0,0,1,0
AS047,47,Toronto,4,43.357422,-80.052572,39.49,rural,Early,0,0,0,0,0,0,0,0,0
AS047,47,Toronto,5,43.357422,-80.052572,39.49,rural,Early,0,0,0,0,0,0,0,0,0
AS047,47,Toronto,6,43.357422,-80.052572,39.49,rural,Early,0,0,0,0,0,0,0,0,0
AS047,47,Toronto,7,43.357422,-80.052572,39.49,rural,Early,0,0,0,0,0,0,0,0,0
AS047,47,Toronto,8,43.357422,-80.052572,39.49,rural,Early,0,1,0,0,0,0,0,0,1
AS047,47,Toronto,9,43.357422,-80.052572,39.49,rural,Early,0,0,0,0,0,0,0,0,0
AS047,47,Toronto,10,43.357422,-80.052572,39.49,rural,Early,0,0,0,0,0,0,0,1,1
AS047,47,Toronto,1,43.357422,-80.052572,39.49,rural,Late,0,0,0,0,0,0,0,0,2
AS047,47,Toronto,2,43.357422,-80.052572,39.49,rural,Late,0,0,0,0,0,0,0,0,0
AS047,47,Toronto,3,43.357422,-80.052572,39.49,rural,Late,0,0,0,0,0,0,0,0,0
AS047,47,Toronto,4,43.357422,-80.052572,39.49,rural,Late,0,0,0,0,0,0,0,0,2
AS047,47,Toronto,5,43.357422,-80.052572,39.49,rural,Late,0,0,0,0,0,0,0,0,0
AS048,48,Toronto,1,43.349551,-80.098407,41.74,rural,Early,0,0,0,0,0,0,0,0,0
AS048,48,Toronto,2,43.349551,-80.098407,41.74,rural,Early,0,0,0,0,0,0,0,0,4
AS048,48,Toronto,3,43.349551,-80.098407,41.74,rural,Early,0,0,0,0,0,0,0,0,0
AS048,48,Toronto,4,43.349551,-80.098407,41.74,rural,Early,0,0,0,0,0,0,0,0,0
AS048,48,Toronto,5,43.349551,-80.098407,41.74,rural,Early,0,0,0,0,0,0,0,0,0
AS048,48,Toronto,1,43.349551,-80.098407,41.74,rural,Late,0,0,0,0,0,0,0,0,0
AS048,48,Toronto,2,43.349551,-80.098407,41.74,rural,Late,0,0,0,0,0,0,0,0,0
AS048,48,Toronto,3,43.349551,-80.098407,41.74,rural,Late,0,0,0,0,0,0,0,0,1
AS048,48,Toronto,4,43.349551,-80.098407,41.74,rural,Late,0,0,0,0,0,0,0,0,0
AS048,48,Toronto,5,43.349551,-80.098407,41.74,rural,Late,0,0,0,0,0,0,0,0,0
AS049,49,Toronto,1,43.321018,-80.049313,40.74,rural,Early,0,0,0,0,0,0,0,0,0
AS049,49,Toronto,2,43.321018,-80.049313,40.74,rural,Early,0,0,0,0,0,0,0,2,0
AS049,49,Toronto,3,43.321018,-80.049313,40.74,rural,Early,0,0,0,0,0,0,0,0,2
AS049,49,Toronto,4,43.321018,-80.049313,40.74,rural,Early,0,0,0,0,0,0,0,0,0
AS049,49,Toronto,5,43.321018,-80.049313,40.74,rural,Early,0,0,0,0,0,0,0,0,0
AS049,49,Toronto,1,43.321018,-80.049313,40.74,rural,Late,0,0,0,0,0,0,0,0,0
AS049,49,Toronto,2,43.321018,-80.049313,40.74,rural,Late,0,0,0,0,0,0,0,0,0
AS049,49,Toronto,3,43.321018,-80.049313,40.74,rural,Late,0,0,0,0,0,0,0,0,0
AS049,49,Toronto,4,43.321018,-80.049313,40.74,rural,Late,0,0,0,0,0,0,0,0,0
AS049,49,Toronto,5,43.321018,-80.049313,40.74,rural,Late,0,0,0,0,0,0,0,0,0
AS050,50,Toronto,1,43.702158,-79.543737,8.73,urban,Early,2,0,0,0,0,0,0,0,5
AS050,50,Toronto,2,43.702158,-79.543737,8.73,urban,Early,5,0,0,0,0,0,0,0,4
AS050,50,Toronto,3,43.702158,-79.543737,8.73,urban,Early,1,0,0,0,0,0,0,0,1
AS050,50,Toronto,4,43.702158,-79.543737,8.73,urban,Early,3,0,0,0,0,0,0,0,0
AS050,50,Toronto,5,43.702158,-79.543737,8.73,urban,Early,0,0,0,0,0,0,0,0,0
AS050,50,Toronto,1,43.702158,-79.543737,8.73,urban,Late,5,0,0,0,0,0,0,0,1
AS050,50,Toronto,2,43.702158,-79.543737,8.73,urban,Late,0,0,0,0,0,0,0,0,13
AS050,50,Toronto,3,43.702158,-79.543737,8.73,urban,Late,0,0,0,0,0,0,0,0,4
AS050,50,Toronto,4,43.702158,-79.543737,8.73,urban,Late,0,0,0,0,0,0,0,0,3
AS050,50,Toronto,5,43.702158,-79.543737,8.73,urban,Late,0,0,0,0,0,0,0,0,3
AS051,51,Toronto,1,43.701032,-79.549473,8.97,urban,Early,9,0,0,0,0,0,0,1,2
AS051,51,Toronto,2,43.701032,-79.549473,8.97,urban,Early,3,0,0,0,0,0,0,1,1
AS051,51,Toronto,3,43.701032,-79.549473,8.97,urban,Early,5,0,0,0,0,0,0,1,0
AS051,51,Toronto,4,43.701032,-79.549473,8.97,urban,Early,1,0,0,0,0,0,0,0,5
AS051,51,Toronto,5,43.701032,-79.549473,8.97,urban,Early,1,0,0,0,0,0,0,0,4
AS051,51,Toronto,1,43.701032,-79.549473,8.97,urban,Late,0,0,0,0,0,0,2,0,8
AS051,51,Toronto,2,43.701032,-79.549473,8.97,urban,Late,0,0,0,0,0,0,0,1,0
AS051,51,Toronto,3,43.701032,-79.549473,8.97,urban,Late,0,0,0,0,0,0,0,0,3
