PopID,Pop,City,Urban,Distance,Trial,Height_cm,Monarchs,Rhysomatus,Oleander,Green_aphid,Myzocallis,Euchaetes,Lygaeus,Oncopeltus,Tetraopes,Leaf_Beetle,Fly,Abundance ,Diversity,Average_Leaf_Herbivory,Height_Scars_cm
AS083,61,Toronto,urban,18.59,Early,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS084,62,Toronto,urban,18.13,Early,90.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS084,62,Toronto,urban,18.13,Early,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS084,62,Toronto,urban,18.13,Early,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS084,62,Toronto,urban,18.13,Early,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS084,62,Toronto,urban,18.13,Early,58.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS085,63,Toronto,urban,17.47,Early,61,0,0,0,0,0,0,0,0,0,0,2,2,1,0.002,0
AS085,63,Toronto,urban,17.47,Early,101,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS085,63,Toronto,urban,17.47,Early,79,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS085,63,Toronto,urban,17.47,Early,64,0,0,0,0,0,0,0,0,0,0,1,1,1,0.003,0
AS085,63,Toronto,urban,17.47,Early,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS086,64,Toronto,urban,20.08,Early,73.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0
AS086,64,Toronto,urban,20.08,Early,52.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS086,64,Toronto,urban,20.08,Early,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS086,64,Toronto,urban,20.08,Early,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0
AS086,64,Toronto,urban,20.08,Early,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0
AS087,65,Toronto,urban,14.84,Early,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS087,65,Toronto,urban,14.84,Early,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0
AS087,65,Toronto,urban,14.84,Early,85.5,0,0,0,0,0,0,0,0,0,0,1,1,1,0.052,0
AS087,65,Toronto,urban,14.84,Early,94,0,0,0,0,0,0,0,0,0,0,1,1,1,0.002,0
AS087,65,Toronto,urban,14.84,Early,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS088,66,Toronto,urban,14,Early,39,1,0,0,0,0,0,0,0,0,0,0,1,1,0.011,0
AS088,66,Toronto,urban,14,Early,74.5,3,0,0,0,0,0,0,0,0,0,0,3,1,0.004,0
AS088,66,Toronto,urban,14,Early,34,1,0,0,0,0,0,0,0,0,0,0,1,1,0.007,0
AS088,66,Toronto,urban,14,Early,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS088,66,Toronto,urban,14,Early,87,1,0,0,0,0,0,0,0,0,0,0,1,1,0.012,0
AS089,67,Toronto,urban,13.55,Early,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS089,67,Toronto,urban,13.55,Early,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS089,67,Toronto,urban,13.55,Early,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS089,67,Toronto,urban,13.55,Early,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS089,67,Toronto,urban,13.55,Early,53,1,0,0,0,0,0,0,0,0,0,0,1,1,0.003,0
AS091,68,Toronto,urban,12.24,Early,34.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS091,68,Toronto,urban,12.24,Early,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS091,68,Toronto,urban,12.24,Early,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS091,68,Toronto,urban,12.24,Early,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS091,68,Toronto,urban,12.24,Early,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS092,69,Toronto,urban,10.82,Early,45.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0
AS092,69,Toronto,urban,10.82,Early,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0
AS092,69,Toronto,urban,10.82,Early,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS092,69,Toronto,urban,10.82,Early,91.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0
AS092,69,Toronto,urban,10.82,Early,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0
AS093,70,Toronto,urban,8.75,Early,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS093,70,Toronto,urban,8.75,Early,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS094,70,Toronto,urban,22.16,Early,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0
AS094,70,Toronto,urban,22.16,Early,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
AS094,70,Toronto,urban,22.16,Early,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS094,70,Toronto,urban,22.16,Early,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0
AS094,70,Toronto,urban,22.16,Early,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.2
