PopID,Pop,City,Urban,Distance,Trial,Height_cm,Monarchs,Rhysomatus,Oleander,Green_aphid,Myzocallis,Euchaetes,Lygaeus,Oncopeltus,Tetraopes,Leaf_Beetle,Fly,Abundance ,Diversity,Average_Leaf_Herbivory,Height_Scars_cm
AS064,44,Toronto,urban,2.29,Early,133.2,0,0,1200,0,0,0,0,0,0,0,0,1200,1,0.021,0
AS064,44,Toronto,urban,2.29,Early,91.3,0,0,125,0,0,0,0,0,0,0,0,125,1,0.015,0
AS064,44,Toronto,urban,2.29,Early,79,0,0,65,0,0,0,0,0,0,0,0,65,1,0.006,0
AS064,44,Toronto,urban,2.29,Early,102,0,0,75,0,0,0,0,0,0,0,0,75,1,0.017,0
AS064,44,Toronto,urban,2.29,Early,104.2,0,0,1300,0,0,0,0,0,0,0,0,1300,1,0.002,0
AS065,45,Toronto,urban,2.27,Early,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS065,45,Toronto,urban,2.27,Early,105.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0
AS066,46,Toronto,urban,3.36,Early,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS066,46,Toronto,urban,3.36,Early,116.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS066,46,Toronto,urban,3.36,Early,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS066,46,Toronto,urban,3.36,Early,119.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS066,46,Toronto,urban,3.36,Early,102.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS067,47,Toronto,urban,2.99,Early,65.2,2,0,0,0,0,0,0,0,0,0,0,2,1,0.03,0
AS067,47,Toronto,urban,2.99,Early,34.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS067,47,Toronto,urban,2.99,Early,77.8,1,0,6,0,0,0,0,0,0,0,1,8,3,0.006,0
AS067,47,Toronto,urban,2.99,Early,79,0,0,0,0,0,0,0,0,0,0,1,1,1,0.02,0
AS067,47,Toronto,urban,2.99,Early,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS069,48,Toronto,urban,3.72,Early,23,0,0,0,0,0,0,0,0,1,0,0,1,1,0.015,0
AS069,48,Toronto,urban,3.72,Early,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0
AS069,48,Toronto,urban,3.72,Early,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0
AS069,48,Toronto,urban,3.72,Early,89,0,0,0,0,25,0,0,0,0,0,0,25,1,0.011,0
AS069,48,Toronto,urban,3.72,Early,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0
AS070,49,Toronto,urban,4.17,Early,65.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,1.7
AS070,49,Toronto,urban,4.17,Early,95.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
AS070,49,Toronto,urban,4.17,Early,92.8,0,0,0,0,0,0,0,0,0,0,1,1,1,0.006,0
AS070,49,Toronto,urban,4.17,Early,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0
AS070,49,Toronto,urban,4.17,Early,138.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0
AS071,50,Toronto,urban,4.79,Early,47.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS071,50,Toronto,urban,4.79,Early,42.5,0,0,0,0,21,0,0,0,0,0,0,21,1,0,0
AS071,50,Toronto,urban,4.79,Early,43.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS071,50,Toronto,urban,4.79,Early,56,4,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0
AS071,50,Toronto,urban,4.79,Early,34.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS072,51,Toronto,urban,5.17,Early,58.5,0,0,0,0,0,0,0,0,0,0,1,1,1,0.018,0
AS072,51,Toronto,urban,5.17,Early,52,0,0,0,0,0,0,0,0,0,0,1,1,1,0.105,0
AS072,51,Toronto,urban,5.17,Early,99,1,0,0,0,0,0,0,0,0,0,2,3,2,0.01,0
AS072,51,Toronto,urban,5.17,Early,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,6
AS072,51,Toronto,urban,5.17,Early,100,0,0,0,7,0,0,0,0,1,0,0,8,2,0.01,3
AS073,52,Toronto,urban,10.15,Early,38,8,0,0,0,0,0,0,0,0,0,0,1,1,0.099,0
AS073,52,Toronto,urban,10.15,Early,32,7,0,0,0,0,0,0,0,0,0,0,0,1,0.009,0
AS073,52,Toronto,urban,10.15,Early,22,9,0,82,0,0,0,0,0,0,0,0,83,2,0.023,0
AS073,52,Toronto,urban,10.15,Early,55,5,0,0,0,0,0,0,0,0,0,0,0,1,0.016,0
AS073,52,Toronto,urban,10.15,Early,13,13,0,0,0,0,0,0,0,0,0,0,0,1,0.016,0
AS074,53,Toronto,urban,11.33,Early,90,0,0,0,0,0,0,0,0,1,0,2,3,2,0.051,0
AS074,53,Toronto,urban,11.33,Early,89,1,0,0,0,0,0,0,0,0,0,1,2,2,0.09,0
AS074,53,Toronto,urban,11.33,Early,116,1,0,0,0,0,0,0,0,0,0,2,3,2,0.016,0
AS074,53,Toronto,urban,11.33,Early,102,0,0,0,0,0,0,0,0,1,0,1,2,2,0.057,0
AS074,53,Toronto,urban,11.33,Early,86,2,0,0,0,0,0,0,0,0,0,2,3,2,0.097,0
AS075,54,Toronto,urban,11.85,Early,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS075,54,Toronto,urban,11.85,Early,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0
AS075,54,Toronto,urban,11.85,Early,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,15.2
AS075,54,Toronto,urban,11.85,Early,114.5,2,1,0,0,0,0,0,0,0,0,0,1,2,0.001,15.1
AS075,54,Toronto,urban,11.85,Early,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS076,55,Toronto,urban,12.78,Early,42.5,0,0,100,0,0,0,0,0,0,0,0,100,1,0,0
AS076,55,Toronto,urban,12.78,Early,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS076,55,Toronto,urban,12.78,Early,34,2,0,0,0,0,0,0,0,0,0,0,1,1,0.043,0
AS076,55,Toronto,urban,12.78,Early,30.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0
AS076,55,Toronto,urban,12.78,Early,38,0,0,0,0,0,0,0,0,1,0,0,1,1,0.008,0
AS077,56,Toronto,urban,13.69,Early,75,3,0,0,0,0,0,0,0,0,0,1,1,2,0.135,12.2
AS077,56,Toronto,urban,13.69,Early,101,0,0,0,0,0,0,0,0,1,0,0,1,1,0.055,3.3
AS077,56,Toronto,urban,13.69,Early,67,0,0,0,0,0,0,0,0,4,0,0,4,1,0.055,2.7
AS077,56,Toronto,urban,13.69,Early,92,1,0,0,0,0,0,0,0,0,0,2,2,2,0.01,0
AS077,56,Toronto,urban,13.69,Early,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS079,57,Toronto,urban,16.25,Early,61,1,1,0,0,0,0,0,0,0,0,1,3,3,0.01,3.8
AS079,57,Toronto,urban,16.25,Early,87,1,0,0,0,0,0,0,0,0,0,1,2,2,0.003,0
AS079,57,Toronto,urban,16.25,Early,48,0,0,0,0,0,0,0,0,0,0,1,1,1,0.037,0
AS079,57,Toronto,urban,16.25,Early,45,0,0,0,0,0,0,0,0,2,0,0,2,1,0.092,10.3
AS079,57,Toronto,urban,16.25,Early,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,2.5
AS080,58,Toronto,urban,16.52,Early,116,6,0,0,0,0,0,0,0,0,0,6,8,2,0.029,0
AS080,58,Toronto,urban,16.52,Early,107,1,0,0,0,0,0,0,0,0,0,5,5,2,0.025,0
AS080,58,Toronto,urban,16.52,Early,60,2,0,0,0,0,0,0,0,0,0,6,7,2,0.012,0
AS080,58,Toronto,urban,16.52,Early,123,2,0,0,0,0,0,0,0,0,0,0,0,1,0.012,0
AS080,58,Toronto,urban,16.52,Early,138,3,0,7,0,0,0,0,0,0,0,0,7,2,0.003,0
AS081,59,Toronto,urban,17.45,Early,100.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0
AS081,59,Toronto,urban,17.45,Early,87.5,0,0,0,0,0,0,0,0,0,0,2,2,1,0.02,4.5
AS081,59,Toronto,urban,17.45,Early,138,1,0,0,0,0,0,0,0,0,0,1,1,2,0.005,0.5
AS081,59,Toronto,urban,17.45,Early,62,0,0,0,0,0,0,0,0,0,0,1,1,1,0.014,8.3
AS081,59,Toronto,urban,17.45,Early,126,1,0,0,0,0,0,0,0,1,0,0,2,2,0.06,10.5
AS082,60,Toronto,urban,17.45,Early,73.4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AS082,60,Toronto,urban,17.45,Early,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0
AS082,60,Toronto,urban,17.45,Early,72.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0
AS082,60,Toronto,urban,17.45,Early,53.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS082,60,Toronto,urban,17.45,Early,61.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
AS083,61,Toronto,urban,18.59,Early,127.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS083,61,Toronto,urban,18.59,Early,95.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0.003,0
AS083,61,Toronto,urban,18.59,Early,122,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS083,61,Toronto,urban,18.59,Early,81,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
